"","ID","Group","Feature_1","Feature_2","Feature_3"
"67","ID188","A",1735.90011306683,401.050337573138,3206.50438473401
"68","ID709","B",2230.03008818212,384.181955296789,4476.13544959227
"69","ID615","B",2906.06004774145,398.530298988681,5811.5731353944
"70","ID247","B",2479.5340362733,393.903835135779,4938.88380077333
"71","ID253","B",2040.84680825306,408.97933251723,4071.63243511978
"72","ID162","B",1858.87524040687,400.106369839112,3719.19379849015
"73","ID744","A",2443.4559283829,408.407289926486,5285.20097796015
"74","ID117","A",1829.83811487893,403.86484263397,3448.9442996052
"75","ID715","A",3219.91815320307,405.10358024279,7617.96645473704
"76","ID276","B",2838.36205254908,388.949517870965,5691.2415355605
"77","ID420","A",2659.72550809108,406.64064880622,5928.39978205956
"78","ID522","C",2015.0879704166,364.073931903838,-1664.2860562769
"79","ID725","B",2729.12778446939,430.519000688252,5461.26006415949
"80","ID724","A",2776.38953606806,405.763864745997,6309.14882012563
"81","ID785","C",1844.12911881295,415.216701580184,-1433.44532851097
"82","ID147","B",2046.30345610112,420.863747219852,4081.86777078946
"83","ID542","B",2412.63314940057,403.981423566958,4818.69130897741
"84","ID460","C",2293.65248230605,403.068589082417,-1895.10925723731
"85","ID444","C",2620.28565802233,395.002754892849,-2220.3959015646
"86","ID153","C",2444.17662933998,384.288068841601,-2043.97577929577
"87","ID143","B",2480.44794865371,421.495323206473,4944.21298773751
"88","ID948","A",2036.6934523065,391.901321294286,4159.565179417
"89","ID354","A",1576.65769943674,418.056873285709,2635.18452359469
"90","ID925","C",2617.01883676278,412.844224136735,-2231.34624451753
"91","ID178","B",2232.00411057437,381.401143980772,4461.76957105838
"92","ID651","C",2664.66401006461,387.846272897041,-2278.9503245529
"93","ID193","C",3062.64787314548,414.345131541892,-2650.25402985127
"94","ID467","C",2250.01088559177,399.934886174822,-1858.71340254311
"95","ID138","C",2156.15972268794,382.516894985491,-1768.60477093295
"96","ID726","A",2677.11722101425,385.579845911902,6114.55566834387
"97","ID665","C",3025.32445278132,357.241313738376,-2660.69449890951
"98","ID698","A",1925.81555418774,394.252341235854,3811.45179339971
"99","ID696","C",2395.61356905001,411.754842975786,-1998.03386102938
"100","ID330","C",2387.68488528233,399.057200720365,-1954.57576123209
"101","ID867","A",2459.88190248955,396.912974797589,5391.32275545914
"102","ID124","A",2732.84186592632,402.790816645293,6202.79893457848
"103","ID855","B",2061.63527200667,377.940436159656,4110.80470732009
"104","ID375","B",2068.13694056666,395.826425841218,4140.23452736306
"105","ID446","C",1958.27210208503,413.756247726491,-1554.27801332914
"106","ID613","B",3055.6384837476,402.393425440153,6100.45544687117
"107","ID792","C",2053.96988779883,399.09948430603,-1624.4988033732
"108","ID477","C",2349.2939057903,419.12044439303,-1933.08529179508
"109","ID422","A",2577.86421177532,390.996265120151,5761.74246592945
"110","ID670","C",2338.57901149989,413.117190031103,-1927.45862168248
"111","ID769","A",2286.67098509214,394.191404582545,4888.69541068205
"112","ID786","C",2299.92859972905,383.29434413782,-1907.93403225551
"113","ID372","A",2845.34660141852,395.031107340327,6547.30511685108
"114","ID606","C",2602.48132357841,395.597539405439,-2204.58296810301
"115","ID822","A",2673.46153459963,401.749283755475,6019.58602412962
"116","ID689","A",2061.84038884407,400.205959707853,4168.97272295668
"117","ID675","B",2389.14556726665,412.153102548016,4791.41022836008
"118","ID198","A",2616.88186151378,393.503452592075,5884.53631283396
"119","ID160","A",2365.88772871553,422.373089072298,4992.15200514488
"120","ID871","C",1864.19151560928,407.629207418337,-1447.76860244142
"121","ID114","C",2226.21727848785,413.814325775203,-1819.15636231851
"122","ID816","C",2663.84394214525,405.856547546045,-2238.605158589
"123","ID140","C",2619.81318278571,405.364117933854,-2218.33615442513
"124","ID164","B",2602.77325319673,399.055914389072,5225.7028805107
"125","ID646","C",2557.50482622259,386.962450038635,-2166.3092840892
"126","ID624","C",2640.74613784509,398.213020651876,-2253.83315150377
"127","ID234","A",2714.16713866885,402.118951917755,6144.8051832769
"128","ID369","A",2137.48582891335,416.07746058868,4304.75746331069
"129","ID555","C",2083.44950935509,374.605660132032,-1716.97475551576
"130","ID358","B",1992.8835135783,407.203649334482,3972.31021667792
"131","ID244","B",2697.8201596826,391.899564936172,5404.43006538116
"132","ID919","B",2688.59599490888,381.829176835992,5371.0467924705
"133","ID796","B",2563.30012484709,403.33395129931,5121.38012889897
"134","ID897","B",2677.20415469916,414.953398382713,5347.12410557558
"135","ID644","B",2531.94777315301,384.261801687208,5074.78389317242
"136","ID161","B",2221.49658958573,408.428626968053,4446.38087068647
"137","ID971","B",2199.71042348783,390.363547025651,4408.06574108311
"138","ID317","A",2525.55748628826,385.324839009648,5650.87667987939
"139","ID802","A",2395.07563840558,406.049615011781,5172.95984384596
"140","ID660","A",2842.27489370922,404.6624206262,6502.19785263394
"141","ID205","C",2357.77583920997,399.970939208935,-1929.61073209293
"142","ID614","A",2398.39872917773,413.802817897875,5124.17712857923
"143","ID808","A",2065.50291666816,411.039653892299,4137.50014237035
"144","ID671","B",2150.20255014601,393.233095554148,4303.92358588773
"145","ID901","A",3131.91595574122,394.494322800608,7420.37228602806
"146","ID607","C",2492.67656255393,404.581830596183,-2085.66023959813
"147","ID241","A",2456.00277890574,398.945765139327,5362.22291153405
"148","ID127","A",2425.28585059728,389.813037898985,5323.56332255951
"149","ID922","B",2098.67514670537,368.151726282313,4175.71940665448
"150","ID839","B",2879.84964785749,401.370068035614,5764.75679651951
"151","ID674","A",2369.2350234574,389.777829855902,5170.59996718554
"152","ID743","C",3170.59381892029,400.464259708949,-2768.0354542675
"153","ID815","B",2671.91456993906,393.49397689667,5383.1036941754
"154","ID622","B",2084.05309515803,416.388593701684,4141.98705038997
"155","ID923","B",2716.62373670244,388.796708548275,5431.75109826935
"156","ID733","A",2756.48516588301,407.230260516935,6236.6281573148
"157","ID712","A",2127.13382175214,426.083714013446,4232.70035101355
"158","ID392","B",2360.1434345738,358.016695127475,4722.25075737201
"159","ID880","C",2691.11386443261,400.814058751697,-2279.22583503652
"160","ID643","B",2510.53411066371,402.444074065991,5041.38835070548
"161","ID884","C",2754.17638316597,385.101246457754,-2385.11254602203
"162","ID199","C",2330.93903779812,404.961991001414,-1911.31670828561
"163","ID529","A",2554.52554177355,369.475591350497,5826.47840134258
"164","ID386","C",2452.24554897715,396.629760062605,-2063.36619411509
"165","ID858","A",2123.30867492423,416.539102005493,4280.87690302837
"166","ID540","C",2525.7125830844,394.546668707637,-2136.00997961168
"167","ID972","C",2727.40397514094,403.212173022069,-2318.75085771723
"168","ID596","A",2340.15314338756,376.348455819082,5141.60919422898
"169","ID598","C",1857.63311759561,380.33338553532,-1472.94848605791
"170","ID843","A",2847.24971383828,380.266394083017,6642.08091096734
"171","ID980","C",2380.28507434187,384.932495926879,-2010.94098054659
"172","ID860","B",2550.62192987834,419.886481166939,5117.08370181751
"173","ID983","A",3257.77839959821,394.916857744104,7805.54114043461
"174","ID438","A",1956.56200216536,401.373208428283,3879.64552640596
"175","ID659","C",2291.43086579853,407.83444326693,-1890.90650705083
"176","ID931","B",2839.20904304091,371.765565489884,5698.75951611856
"177","ID148","B",2084.99849393316,389.452396026814,4162.07323290158
"178","ID303","B",2697.33973688515,401.413934132206,5402.8515683548
"179","ID949","A",2429.48045694378,420.458911645536,5198.40279003123
"180","ID291","A",2580.61903199915,426.321386964573,5610.0046010965
"181","ID783","A",2517.78947990756,390.40252818307,5589.62587403273
"182","ID656","A",2536.0494354464,402.564143521137,5598.27329795022
"183","ID654","A",2866.89867782559,401.864786221242,6575.50553034342
"184","ID137","C",3013.007368152,377.394773049187,-2618.80743766825
"185","ID630","C",2322.52752131718,424.212101855807,-1902.04554267693
"186","ID339","C",2705.09762807729,399.545984767615,-2299.7479331532
"187","ID491","C",2794.26689348453,405.695270858662,-2398.18307910577
"188","ID531","A",2460.89251472253,378.522053429159,5471.42392388556
"189","ID804","B",2120.55185772015,389.4870519164,4246.24914372954
"190","ID385","A",2326.67900654097,421.03110135278,4855.73280664861
"191","ID873","A",2815.221442976,378.336295206455,6559.96690392904
"192","ID488","B",2124.85787170236,408.378083653505,4234.64874648762
"193","ID679","B",2054.16459460729,395.817321847879,4122.35533555515
"194","ID249","B",2365.45127683163,415.516572569916,4707.7139119558
"195","ID559","B",2588.79430672339,354.340914778702,5185.62325259773
"196","ID593","A",1830.26124694688,393.846756560965,3515.60628689779
"197","ID181","A",2581.45509253618,424.811849735196,5612.39078445775
"198","ID450","A",2785.48283325004,401.754185781213,6345.82196905243
"199","ID254","C",2159.03992054277,393.611188148022,-1765.2836244671
"200","ID270","B",2459.12856819516,386.489923983111,4909.50699286562
"201","ID401","A",2464.86778761307,376.118711491879,5510.74923514947
"202","ID694","B",2818.34540512012,381.797428720364,5634.31672493394
"203","ID967","A",2691.61285154155,421.876534411917,5958.21506483066
"204","ID324","C",2114.15402803055,409.507308520545,-1711.61169961559
"205","ID894","C",2466.43810795902,400.489334868482,-2074.86349856244
"206","ID150","A",2632.8013217782,400.79690386361,5882.90492492196
"207","ID296","C",2868.12345954586,383.475146736455,-2490.5960929165
"208","ID516","B",2552.69310172841,404.504884320375,5108.06786858892
"209","ID864","A",2408.46273314157,415.745226292792,5142.38574490691
"210","ID348","C",2704.29624064759,378.25120379038,-2328.81303232989
"211","ID908","A",2255.87919908499,406.665732516623,4731.3129451789
"212","ID556","C",2305.61589790383,399.30695257399,-1888.00061537056
"213","ID519","A",2251.33962917729,402.007690788519,4765.04440488056
"214","ID465","A",2583.84117013577,387.282659371555,5809.39201016403
"215","ID280","C",2674.69100731214,387.020123366419,-2304.87864854247
"216","ID616","C",2553.71602841788,407.044925844832,-2128.65925898223
"217","ID335","B",2686.26261224244,411.219149949623,5363.56213308087
"218","ID514","A",2250.88924566064,412.447821076831,4692.25795557676
"219","ID731","C",2383.19939550723,399.700969113513,-2001.30739056737
"220","ID447","A",2586.64879100114,395.634350184745,5782.98995252657
"221","ID960","A",2624.55787519229,383.321834771452,5949.85940276673
"222","ID917","B",2716.63747031355,401.918272552189,5418.01741063626
"223","ID995","A",2449.65890695977,401.191300779013,5336.24864802257
"224","ID831","A",2489.75080467816,403.975447652405,5447.84639243884
"225","ID203","B",2332.7266838676,378.129978497323,4637.6532030376
"226","ID189","C",2617.38450186999,394.270606183337,-2233.08795385301
"227","ID237","A",2397.59447337103,396.340366890921,5216.22734518888
"228","ID116","B",2803.08868972333,405.221639739973,5601.46227100059
"229","ID976","B",2348.60733325459,386.806448634394,4691.55652192735
"230","ID757","C",2446.69348844539,410.954166505756,-2041.00503052577
"231","ID391","A",2407.73473613739,400.174774902052,5217.89776801432
"232","ID154","C",2797.49141386848,417.755986039883,-2377.07693748812
"233","ID451","A",2903.10118758741,429.950121215475,6539.94460175636
"234","ID755","A",2833.47996955479,398.885812535305,6510.96312668006
"235","ID756","C",2475.25562192015,407.961487967548,-2045.78549941657
"236","ID729","B",2001.32617279586,383.193929743252,3999.36490334652
"237","ID914","C",1755.38740650805,401.853155779885,-1350.09190304234
"238","ID869","C",1705.11490742863,410.691997887584,-1285.6541288198
"239","ID635","B",2584.58557114209,404.556305186903,5180.36347006147
"240","ID490","C",2776.0759278314,435.910965939774,-2328.07697105595
"241","ID608","A",2619.57995664143,407.59948744535,5807.13411172852
"242","ID998","A",2044.85026546866,400.82517319007,4117.76249837057
"243","ID260","B",2612.79749901121,393.876531547404,5240.33225962426
"244","ID795","C",2535.76312150489,435.478055592401,-2097.51409203303
"245","ID213","A",2408.80078380227,393.659137497444,5272.58375949784
"246","ID356","B",2780.04293547516,397.055735089686,5568.33341525277
"247","ID886","B",2679.1609677169,427.439146142043,5368.1274162777
"248","ID133","A",2073.50668588754,404.76032933658,4209.37213809897
"249","ID690","A",2596.50075486046,401.662814618661,5770.18439637107
"250","ID183","B",1999.84262217767,386.380838824807,4020.41283440684
"251","ID830","C",1966.87321682488,395.435245035305,-1541.86733374237
"252","ID945","A",2743.85592049804,403.980431773757,6224.84436634283
"253","ID916","C",2126.50063497845,391.77849134141,-1738.33080514043
"254","ID220","C",2393.44545965422,379.981696123306,-2016.44252350449
"255","ID505","B",2491.8385705057,403.939722587943,4982.10384064494
"256","ID212","C",2758.17061394516,423.169047867265,-2343.66531976694
"257","ID597","C",2256.62314156606,380.787073300001,-1881.02380510033
"258","ID649","A",2832.10956961828,391.745273150199,6556.6976548628
"259","ID719","A",2527.35161323968,382.582968793102,5668.02437546811
"260","ID370","A",2348.66498310152,400.822369002175,5039.50946718301
"261","ID895","B",2601.97185195565,359.224006768694,5224.47521510829
"262","ID747","A",2982.98371411493,408.63318731619,6909.16141210062
"263","ID912","C",2488.07895293573,411.688714139831,-2084.11127063297
"264","ID521","B",2865.18884743445,406.867404045536,5740.15913286423
"265","ID957","A",2422.12739850607,412.502352409554,5186.56357596169
"266","ID745","B",2500.8402305913,385.364487320832,5025.48437082238
"267","ID638","C",2380.41079825507,414.52655110472,-1974.81638082418
"268","ID407","B",2957.35703769075,404.077945711752,5910.32184022723
"269","ID307","C",2568.4823530997,444.844087190445,-2128.06292700687
"270","ID805","B",2577.55231118286,393.758466938332,5170.02750134946
"271","ID102","C",2989.66094714947,395.03185547288,-2626.25119444501
"272","ID474","A",2826.96694816973,398.641324044994,6484.40276202269
"273","ID760","A",2664.91025793265,389.815655760134,6037.18297186504
"274","ID569","B",2137.42817983862,400.921256985513,4285.49888786352
"275","ID878","B",2369.71501722712,383.084504646948,4759.9246884979
"276","ID861","A",2774.40675655647,381.030886319789,6424.53791258175
"277","ID778","B",2159.72878790676,388.267739033342,4318.63421869844
"278","ID453","B",2332.93773486294,426.163010437778,4660.16492947295
"279","ID126","B",2998.98255376466,426.682948572885,5997.9083248311
"280","ID978","A",2535.0967301457,381.494810808726,5690.71766747448
"281","ID142","C",2576.23821923497,399.16923625784,-2174.24212208374
"282","ID968","B",2545.94512616985,423.891774257325,5082.19536333195
"283","ID682","B",2130.41364273163,394.776418536151,4240.85023269287
"284","ID609","C",2509.79468910013,399.514491694728,-2092.49720104089
"285","ID768","C",2704.29178351974,398.890479801868,-2296.11959094244
"286","ID962","C",2290.95693517206,390.658763187054,-1904.33415237383
"287","ID708","A",2182.55049937975,369.859090665914,4709.47766576101
"288","ID475","C",2624.67685461247,388.223689264036,-2248.07020352575
"289","ID239","C",2484.98095410127,393.584576183101,-2103.52481270534
"290","ID902","B",2544.7737569491,409.770914097615,5097.80652242993
"291","ID562","B",2406.51458377576,425.847713681674,4809.93774456718
"292","ID684","C",2215.02690082166,388.539201925862,-1829.1812026902
"293","ID996","C",2564.7664236148,382.821213393862,-2180.54842566506
"294","ID812","A",2206.01762330828,431.0285563975,4475.91591383063
"295","ID763","A",2541.03934454512,391.575510659343,5697.43591126516
"296","ID515","C",2488.3988944777,418.789497447548,-2049.79988602522
"297","ID262","B",2668.74581813538,408.333292524238,5330.4773365691
"298","ID268","A",2227.47940446535,405.365265474004,4660.91910640188
"299","ID393","A",2733.62970145766,386.566900776519,6282.61954964596
"300","ID870","C",2936.70659031605,414.310757095655,-2519.95287794381
"301","ID838","A",2474.95315976945,384.378195343063,5496.64882635303
"302","ID426","A",2427.52485171551,397.763056856392,5304.50737567043
"303","ID889","C",2696.4952647759,398.94955443346,-2300.37398215939
"304","ID506","A",2781.55873511265,400.611562512295,6342.49314265114
"305","ID527","B",2177.52061863156,407.19199862355,4355.35942752374
"306","ID479","A",2769.9308130856,368.856281918958,6441.57290173903
"307","ID857","C",2832.11552908627,408.727027823481,-2415.1554270241
"308","ID419","B",2342.78655509327,383.454706745909,4690.30523145902
"309","ID707","A",1994.41949576175,391.229201448323,4031.29513408491
"310","ID578","B",2470.22951618995,386.494360751573,4963.91229923328
"311","ID166","B",2863.99885937544,396.516775637727,5716.905924043
"312","ID832","C",2613.69363276216,400.267452924224,-2209.30792142823
"313","ID104","C",2511.62951920994,425.439141415261,-2073.85035535451
"314","ID577","C",2260.52405640669,406.54788777518,-1860.08188215295
"315","ID402","B",2812.03732400997,412.762041152805,5630.07729015858
"316","ID826","C",2678.01270488518,403.403574743554,-2278.23177597472
"317","ID312","A",2749.73460581336,394.916453429291,6261.02697911049
"318","ID938","C",2283.02625603528,418.763358126914,-1876.93128421759
"319","ID207","B",2759.57094004275,414.890861679902,5531.69964378607
"320","ID621","C",2467.71405451103,413.342454010496,-2031.28069073087
"321","ID566","C",2687.23193992025,386.472884975598,-2289.68423806647
"322","ID136","B",2958.50796126945,393.373849400476,5894.65582167239
"323","ID156","C",3055.25887624243,400.555710370518,-2634.95883785956
"324","ID135","B",2669.09184478463,388.339164966111,5351.16260649339
"325","ID454","C",2779.10268240205,400.208407666482,-2366.87553274009
"326","ID208","C",2697.27465340089,419.092453118749,-2262.6022645273
"327","ID848","C",2442.8338948896,416.883278234901,-2041.04176479962
"328","ID410","C",2421.80539158882,385.595136312274,-2047.12144184092
"329","ID688","C",3323.62722597872,395.94169352756,-2912.50828616709
"330","ID965","A",2739.3627468884,378.749429097627,6337.78966066176
"331","ID302","C",2686.56534345783,405.533120170534,-2290.8333931254
"332","ID850","B",2533.87382684068,421.727576745154,5065.21124532901
"333","ID629","B",3039.37904810748,399.020426512715,6076.72377490008
"334","ID281","C",2648.28226277018,380.809888732186,-2272.25989210898
"335","ID782","A",2193.38749892665,388.199407320976,4627.72755547556
"336","ID546","B",2624.57557465114,421.180279210366,5244.09470361756
"337","ID456","C",2494.87290511614,383.496678719787,-2115.64556355354
"338","ID334","C",2375.85512308179,410.583822464702,-1970.57449997574
"339","ID293","C",2554.79181781779,371.143093622579,-2179.68752447667
"340","ID893","C",2407.48071129831,414.935812852704,-1990.91377791206
"341","ID730","A",2841.82292625051,404.119196232669,6507.6308926664
"342","ID256","A",1711.53044605736,408.83940337826,3083.61994666551
"343","ID101","A",2779.39766823472,396.498162914476,6345.18578143977
"344","ID950","A",2324.45452561991,395.445556016878,4998.49292817943
"345","ID567","A",2579.39634402351,406.250339834899,5713.17609042323
"346","ID107","A",2380.47576644254,380.824426024878,5215.19801401052
"347","ID233","B",3268.17735721611,427.284818520955,6547.07159074777
"348","ID741","C",3256.1524452293,379.599377948579,-2884.44193530821
"349","ID713","B",2567.67802867108,406.595541023006,5127.09222443347
"350","ID720","A",2920.78424472665,413.714625276033,6686.79794462041
"351","ID787","A",2305.48508768642,400.157439273479,4921.66572630795
"352","ID876","A",2592.17170646724,422.077024807766,5676.82012038208
"353","ID875","B",2555.71622678809,383.05502190225,5091.90760174254
"354","ID313","A",2427.90361568762,416.775235908407,5184.81050558399
"355","ID228","B",2434.69890913829,398.876154120406,4872.17628689396
"356","ID576","B",2201.46267680123,405.624305939004,4408.64051708115
"357","ID368","A",2720.7243229493,410.744532886473,6115.85034424898
"358","ID820","A",2678.0634243302,403.298353242793,6022.86107874954
"359","ID445","A",2270.62060089172,415.683988960299,4727.78309786857
"360","ID591","B",1830.34202804418,402.907319562244,3665.03596608273
"361","ID883","B",2583.89616764024,386.098249284567,5178.15425268091
"362","ID924","A",2422.74578397596,418.773610162038,5167.09669094836
"363","ID600","C",2174.14791635816,399.695514487405,-1794.3924329033
"364","ID473","A",2679.22669126232,398.358089906208,6026.50990903485
"365","ID947","C",2362.92047961255,406.006411353013,-1962.81819720084
"366","ID283","C",2032.64928791191,397.417928042862,-1647.32913729086
"367","ID636","C",2814.66187326253,432.067082514202,-2388.25501803901
"368","ID323","B",2101.8409349071,419.253973588874,4215.06612898978
"369","ID681","C",2455.99365320193,381.424288267668,-2086.00043064388
"370","ID374","B",2569.66373592834,399.329104457114,5139.5968749326
"371","ID939","B",1791.6305600064,401.812611433291,3551.47098136021
"372","ID955","A",2927.15571930999,408.431567691381,6734.21679062169
"373","ID134","B",3081.78226167306,391.447321520993,6173.94074757234
"374","ID480","A",2703.83900533605,390.81716439954,6178.30788653319
"375","ID563","C",3127.94152541711,430.761508147946,-2700.50219040354
"376","ID173","B",2330.02925018417,434.862239835,4655.57925792998
"377","ID571","A",2638.26056913124,393.999683908064,5960.22276888881
"378","ID371","C",2838.48628863925,397.101419244381,-2456.32680522954
"379","ID610","B",3057.71586948516,403.770003390741,6129.07986214011
"380","ID221","B",2730.15684683341,413.202068003694,5459.38801006782
"381","ID408","A",2424.59332996648,415.762923416142,5190.75209231932
"382","ID503","B",2341.82511729682,421.779926098007,4678.45755165357
"383","ID657","A",2256.86329499541,424.372479187611,4641.05091940779
"384","ID711","C",2289.95378732328,426.599460251967,-1861.48344319891
"385","ID118","B",2739.13173776328,367.032381115195,5489.41312012179
"386","ID273","B",2353.68841956021,416.093498727432,4717.0648092521
"387","ID605","B",2510.98097818205,369.666798625503,4996.20032516932
"388","ID772","A",2822.61829158417,387.946764421546,6542.54024368168
"389","ID431","A",2329.94020652819,378.341372350001,5120.11351320697
"390","ID429","A",2388.85139535922,392.947349533188,5205.68114215031
"391","ID177","B",2698.63442445775,405.651246619791,5403.29509552446
"392","ID617","A",2311.79766014792,390.143467772479,4977.20588850567
"393","ID412","C",2627.38816799154,365.493625227658,-2251.83544691268
"394","ID809","C",2910.33840277741,378.296817114073,-2527.91081923639
"395","ID794","C",2255.54502322093,439.434735851873,-1805.28695448327
"396","ID518","B",2562.24152203327,418.120902057123,5137.48076255115
"397","ID367","A",2228.33361221203,389.332290311032,4743.46729429278
"398","ID734","B",2852.0979322929,414.788097461057,5701.65270570873
"399","ID799","A",2215.27625847655,423.742381234843,4523.40660664314
"400","ID666","B",2612.32439834169,371.55221048723,5219.36363094953
"401","ID987","A",2326.05045085786,405.694515442326,4956.63542593386
"402","ID986","C",1784.76729110508,412.153396693965,-1366.00990191127
"403","ID588","B",2515.7647391261,400.68937304345,5040.91734186995
"404","ID692","A",3070.77553644465,397.950620001407,7220.66518995767
"405","ID549","C",2952.2481827085,384.717611947787,-2586.82441482336
"406","ID628","B",2612.48253781074,377.817292347046,5191.5054871897
"407","ID810","C",2059.5280366848,395.312728370255,-1678.81934603798
"408","ID218","A",2634.78837054717,425.431318966463,5763.6827781572
"409","ID504","A",2699.05292802799,395.69886289696,6108.18511218713
"410","ID434","A",1886.05423348071,411.621023035514,3596.08531917768
"411","ID476","A",2924.10582367625,392.797462723513,6794.84480373828
"412","ID202","C",2767.8113114312,396.449918396213,-2366.87357972289
"413","ID224","C",3145.24824232482,419.040390281963,-2741.18190517569
"414","ID695","B",2603.41998913077,428.73670933762,5218.05064759258
"415","ID834","A",2419.15111086399,397.308476009153,5285.73297011563
"416","ID310","B",2170.61083984917,414.427606072595,4343.08905930975
"417","ID911","A",2651.65992437822,401.688609175151,5949.67398179786
"418","ID790","B",2992.07473000727,383.061326114951,5984.28273538142
"419","ID246","A",2286.27324328119,389.239368296718,4934.24570231048
"420","ID673","C",2888.07969044654,380.333601471953,-2500.93879547497
"421","ID959","A",2535.66913195337,380.066681141575,5697.2219952628
"422","ID558","C",2496.30827144185,411.136443944935,-2085.56739304708
"423","ID750","C",2682.69861902868,381.045768150134,-2315.74537112527
"424","ID466","A",2499.52114363452,404.084385483483,5467.86497534856
"425","ID526","C",2381.78959559859,419.64873766332,-1941.90126628509
"426","ID288","B",2690.99337103411,388.297130413533,5386.27676994675
"427","ID406","B",2682.82515702485,377.259062799873,5375.72242453913
"428","ID119","C",2713.02387362815,397.676437446929,-2306.24811849829
"429","ID847","A",3076.85427336267,391.543061961675,7272.4686667239
"430","ID705","C",2468.5864353521,391.30140317884,-2094.75340640393
"431","ID837","C",2404.52933967919,424.349838170464,-1984.55894620191
